,1ère boucle,2ème boucle,3ème boucle,nom,temps net
266,"     9.25,0 ","     9.51,9 ","     9.19,6 ",Neupert Holger,"     28.28,2 "
267,"     8.11,0 ","    10.13,2 ","    10.12,9 ",Funcasta Eric,"     28.27,3 "
268,"     8.58,7 ","     9.56,5 ","     9.42,8 ",Delachaux Thierry,"     28.33,0 "
269,"     9.14,5 ","     9.54,2 ","     9.29,7 ",Baptiste Cyrille,"     28.25,4 "
270,"     9.15,8 ","     9.41,8 ","     9.40,8 ",Daudin Benoit,"     28.30,2 "
271,"     9.34,1 ","     9.37,1 ","     9.27,3 ",Thiebaud Maurice,"     28.24,6 "
272,"     9.07,7 ","     9.52,5 ","     9.38,5 ",Basler Marcel,"     28.31,7 "
273,"     9.14,6 ","     9.50,9 ","     9.33,3 ",Gilliand Patrick,"     28.31,4 "
274,"     9.17,3 ","     9.45,7 ","     9.36,1 ",Rollinson Philip,"     28.29,1 "
275,"     9.15,6 ","     9.50,5 ","     9.33,5 ",Jenny Christian,"     28.33,1 "
276,"     8.58,4 ","     9.59,2 ","     9.42,3 ",Gevisier Pascal,"     28.32,4 "
277,"     9.17,4 ","     9.49,7 ","     9.33,3 ",Wehrle-Haller Bernhard,"     28.28,2 "
278,"     9.02,3 ","     9.59,1 ","     9.39,4 ",Philibert Xavier,"     28.30,4 "
279,"     9.19,9 ","     9.50,0 ","     9.31,1 ",Baylot Lionel,"     28.32,6 "
280,"     9.02,0 ","     9.58,6 ","     9.42,4 ",Buchholz Marc,"     28.36,6 "
281,"     8.45,5 ","    10.02,4 ","     9.55,5 ",Husser Joris,"     28.38,0 "
282,"     9.17,5 ","     9.55,1 ","     9.30,9 ",Delphin Alexis,"     28.34,0 "
283,"     9.17,1 ","     9.53,2 ","     9.33,2 ",Grenno Raphael,"     28.35,2 "
284,"     9.35,5 ","     9.48,4 ","     9.20,1 ",Lanzillotta Agostino,"     28.32,8 "
285,"     9.30,9 ","     9.46,7 ","     9.26,7 ",Petite Xavier,"     28.34,0 "
286,"     8.57,5 ","     9.59,6 ","     9.47,5 ",Verrier Damien,"     28.38,4 "
287,"     9.09,0 ","     9.55,3 ","     9.40,8 ",Duval Olivier,"     28.40,0 "
288,"     9.20,8 ","     9.49,0 ","     9.35,5 ",Eugster Philippe,"     28.33,8 "
289,"     9.11,3 ","     9.56,6 ","     9.41,3 ",Weber Antoine,"     28.40,9 "
290,"     9.35,6 ","     9.55,8 ","     9.18,2 ",Shapton David,"     28.42,4 "
291,"     9.32,0 ","     9.50,3 ","     9.27,8 ",Revuelta Eduardo,"     28.40,8 "
292,"     9.21,4 ","    10.06,1 ","     9.22,9 ",von Felten Luca,"     28.37,9 "
293,"     8.40,5 ","    10.08,9 ","    10.02,0 ",Mesnil Bastien,"     28.47,3 "
294,"     9.21,0 ","     9.57,4 ","     9.33,1 ",Kadir Hafid,"     28.44,1 "
295,"     9.23,0 ","     9.53,8 ","     9.36,9 ",Bredif Bertrand,"     28.43,7 "
296,"     9.15,5 ","     9.57,4 ","     9.41,6 ",Eynard Stéphane,"     28.45,9 "
297,"     9.42,4 ","     9.51,5 ","     9.20,6 ",Spring Jérome,"     28.40,7 "
298,"     9.15,4 ","    10.13,2 ","     9.26,9 ",Quaceci Giuseppe,"     28.49,9 "
299,"     9.37,8 ","     9.53,1 ","     9.26,8 ",Favre-Bonte Patrick,"     28.45,4 "
300,"     9.30,5 ","     9.48,8 ","     9.39,0 ",Stocky David,"     28.46,0 "
301,"     9.10,2 ","     9.56,2 ","     9.52,3 ",Scheidegger Sebastien,"     28.50,0 "
302,"     9.26,1 ","    10.01,4 ","     9.31,4 ",Prevel Michel,"     28.46,9 "
303,"     9.28,4 ","     9.48,3 ","     9.42,5 ",Castella Vincent,"     28.45,7 "
304,"     9.27,0 ","     9.59,2 ","     9.33,9 ",Bertuchoz Urbain,"     28.54,8 "
305,"     9.42,9 ","     9.51,2 ","     9.27,4 ",Camilleri Giorgio,"     28.47,6 "
306,"     9.16,9 ","     9.59,3 ","     9.45,5 ",Del Cano José Luis,"     28.55,6 "
307,"     9.30,6 ","     9.52,5 ","     9.40,3 ",Widmer Bernard,"     28.54,1 "
308,"     9.26,5 ","     9.59,2 ","     9.37,9 ",Wicki Matthieu,"     28.50,8 "
309,"     9.18,8 ","    10.06,2 ","     9.39,0 ",Gay Laurent,"     28.54,4 "
310,"     9.19,7 ","     9.56,3 ","     9.48,0 ",Geebelen Emmanuel,"     28.56,6 "
311,"     9.13,8 ","    10.00,3 ","     9.51,7 ",Portela Javier,"     28.56,2 "
312,"     9.17,8 ","    10.08,8 ","     9.39,6 ",Forgerit Benoit,"     28.54,1 "
313,"     9.34,2 ","     9.57,0 ","     9.35,3 ",Figueiredo Cristovao,"     28.54,4 "
314,"     9.17,3 ","    10.02,9 ","     9.47,1 ",Biot Christophe,"     29.00,4 "
315,"     9.16,9 ","    10.02,0 ","     9.50,4 ",Dubois Romain,"     29.00,4 "
316,"     9.32,9 ","    10.03,4 ","     9.33,5 ",Ing Denis,"     29.00,0 "
317,"     9.39,2 ","    10.03,1 ","     9.28,3 ",Mino Pascal,"     29.00,2 "
318,"     9.50,3 ","     9.58,5 ","     9.22,0 ",Gugi Olivier,"     28.59,1 "
319,"     9.24,0 ","    10.02,7 ","     9.47,2 ",Rigby David,"     29.06,1 "
320,"     9.20,3 ","    10.02,3 ","     9.52,7 ",Eichholzer Simon,"     29.03,7 "
321,"     9.41,5 ","    10.03,0 ","     9.30,8 ",Piegay Vincent,"     29.05,3 "
322,"     9.44,7 ","     9.58,2 ","     9.33,1 ",Pellegrinelli Olivier,"     29.04,9 "
323,"     9.40,0 ","     9.51,1 ","     9.45,0 ",Egli Laurent,"     29.08,9 "
324,"     9.22,0 ","    10.03,9 ","     9.50,5 ",Blanc Christian,"     29.05,0 "
325,"     9.11,4 ","    10.16,1 ","     9.49,7 ",Vaucher Gregory,"     29.08,4 "
326,"     9.28,1 ","    10.07,7 ","     9.41,6 ",Patricio Vitor,"     29.08,6 "
327,"     9.29,0 ","    10.09,8 ","     9.39,6 ",Alétru Aurélien,"     29.09,1 "
328,"     9.33,0 ","     9.59,9 ","     9.46,5 ",Pfersich Thierry,"     29.11,7 "
329,"     9.22,1 ","    10.07,9 ","     9.49,6 ",Sonneville Maurice,"     29.14,1 "
330,"     9.34,8 ","    10.02,2 ","     9.43,2 ",Marchand Jocelyn,"     29.08,6 "
331,"     9.36,5 ","    10.02,8 ","     9.41,7 ",Chouteau Christophe,"     29.08,8 "
332,"     9.39,5 ","    10.03,5 ","     9.38,8 ",Ortelli Thierry,"     29.11,6 "
333,"     9.43,8 ","     9.54,0 ","     9.44,4 ",Rochat Alexis,"     29.09,0 "
334,"     9.25,5 ","    10.05,0 ","     9.53,6 ",Perrier Bruno,"     29.13,6 "
335,"     9.16,5 ","    10.22,9 ","     9.44,7 ",Sommer Nils,"     29.13,0 "
336,"     9.50,3 ","    10.01,3 ","     9.34,0 ",Bueler Andre,"     29.12,1 "
337,"     9.27,5 ","    10.00,9 ","     9.57,6 ",Leblanc Michel,"     29.12,6 "
338,"     9.30,0 ","    10.03,5 ","     9.53,2 ",Rohrbasser Nicolas,"     29.18,0 "
339,"     9.39,2 ","    10.09,2 ","     9.38,7 ",Dorthe Dominique,"     29.19,9 "
340,"     9.26,0 ","    10.15,9 ","     9.45,4 ",Corral Jose,"     29.12,5 "
341,"     9.26,6 ","    10.15,6 ","     9.45,4 ",Sabater Jaume,"     29.12,7 "
342,"     9.40,5 ","    10.11,3 ","     9.35,8 ",Sharp Richard,"     29.16,8 "
343,"     9.42,4 ","     9.57,2 ","     9.48,2 ",Manas Guy,"     29.16,2 "
344,"     9.08,7 ","    10.23,6 ","     9.55,6 ",Taha Laurent,"     29.19,7 "
345,"     9.43,6 ","    10.01,4 ","     9.43,5 ",Yon Philippe,"     29.21,5 "
346,"     9.28,1 ","    10.17,9 ","     9.43,4 ",Boubet Erwan,"     29.23,6 "
347,"     9.15,9 ","    10.14,3 ","     9.59,2 ",Sacchi Philippe,"     29.22,9 "
348,"     9.03,6 ","    10.18,9 ","    10.06,9 ",Shaciri Remzi,"     29.21,5 "
349,"     9.34,5 ","    10.02,9 ","     9.52,4 ",Conway Anthony,"     29.17,8 "
350,"     9.38,6 ","    10.05,0 ","     9.46,7 ",Helbling Serge,"     29.22,4 "
351,"     9.38,7 ","    10.16,5 ","     9.35,4 ",Blemus Yoann,"     29.19,8 "
352,"     9.32,4 ","     9.52,7 ","    10.05,5 ",Flatres Matthieu,"     29.17,8 "
353,"     9.43,8 ","    10.13,1 ","     9.33,7 ",Franceries Thierry,"     29.21,2 "
354,"     9.46,6 ","    10.04,5 ","     9.40,2 ",Kopp Jérôme,"     29.16,8 "
355,"     9.27,0 ","    10.10,0 ","     9.54,5 ",Ritchie Mark,"     29.24,2 "
356,"     9.41,3 ","    10.02,5 ","     9.48,0 ",Lovis Bernard,"     29.20,1 "
357,"     9.33,5 ","    10.08,8 ","     9.50,7 ",Flatres Damien,"     29.20,1 "
358,"     9.47,9 ","    10.06,1 ","     9.40,7 ",Moradi Amir,"     29.24,2 "
359,"     9.25,9 ","    10.16,0 ","     9.53,2 ",Barbey René,"     29.27,3 "
360,"     9.29,6 ","    10.13,1 ","     9.53,2 ",Paget Sebastien,"     29.26,2 "
361,"     9.47,5 ","    10.05,5 ","     9.45,3 ",Quairiaux Charles,"     29.25,2 "
362,"     9.38,3 ","    10.04,7 ","     9.56,0 ",Viette Olivier,"     29.26,3 "
363,"     9.34,5 ","    10.08,5 ","     9.56,3 ",Stanning Michael,"     29.30,4 "
364,"     9.26,2 ","    10.13,8 ","     9.59,9 ",Cettour Raphael,"     29.27,8 "
365,"     9.45,1 ","    10.13,2 ","     9.44,0 ",Bletry Alain,"     29.29,8 "
366,"     9.34,8 ","    10.11,8 ","     9.56,0 ",Ziogas Nicolas,"     29.30,6 "
367,"     9.09,8 ","    10.27,1 ","    10.06,3 ",Levingston Jean-Marie,"     29.35,7 "
368,"     9.49,0 ","    10.13,3 ","     9.41,2 ",Dolizy Frédéric,"     29.34,7 "
369,"     9.51,1 ","    10.06,7 ","     9.46,0 ",Giboin Xavier,"     29.34,3 "
370,"     9.47,2 ","    10.07,5 ","     9.49,4 ",Pugin Yann,"     29.30,8 "
371,"     9.19,5 ","    10.17,7 ","    10.07,3 ",Bermond Pierre,"     29.36,7 "
372,"     9.23,7 ","    10.16,8 ","    10.04,1 ",Buffet Stanislas,"     29.33,4 "
373,"     9.21,6 ","    10.15,9 ","    10.07,5 ",Nisbet David,"     29.37,4 "
374,"     9.51,4 ","    10.14,2 ","     9.39,5 ",Eugene Olivier,"     29.33,8 "
375,"     9.46,3 ","    10.08,0 ","     9.51,5 ",Reymond Timothée,"     29.31,7 "
376,"     9.09,3 ","    10.24,1 ","    10.12,5 ",Ricci Deyan,"     29.36,4 "
377,"     9.33,8 ","    10.10,8 ","    10.01,8 ",Marchand Jérôme,"     29.38,5 "
378,"     9.44,1 ","    10.10,2 ","     9.52,1 ",Mazens Laurent,"     29.35,3 "
379,"     9.46,4 ","    10.11,5 ","     9.49,0 ",Marchand Patrick,"     29.35,3 "
380,"     9.33,6 ","    10.14,1 ","    10.01,1 ",Willemin Alain,"     29.39,9 "
381,"     9.46,5 ","    10.17,8 ","     9.44,9 ",Joerg Philippe,"     29.38,1 "
382,"     9.43,3 ","    10.10,8 ","     9.56,0 ",Ronco Sergio,"     29.38,8 "
383,"     9.46,7 ","    10.11,9 ","     9.52,3 ",Delange Eric,"     29.35,7 "
384,"     9.51,6 ","    10.10,7 ","     9.48,9 ",Prost-A-Petit Pierre,"     29.37,2 "
385,"     9.51,8 ","    10.15,5 ","     9.44,6 ",Monnard Philippe,"     29.41,2 "
386,"     9.31,3 ","    10.22,3 ","     9.59,1 ",Ortega Julien,"     29.41,5 "
387,"     9.39,8 ","    10.13,2 ","     9.59,9 ",Milliard Michaël,"     29.42,0 "
388,"     9.12,8 ","    10.32,1 ","    10.10,3 ",Payne Tom,"     29.46,9 "
389,"     9.26,1 ","    10.22,6 ","    10.10,6 ",Foulon Thierry,"     29.50,3 "
390,"     9.28,1 ","    10.24,9 ","    10.06,3 ",Riviere Laurent,"     29.46,7 "
391,"     9.29,2 ","    10.25,0 ","    10.05,4 ",Krattinger Michael,"     29.51,7 "
392,"    10.02,1 ","    10.15,8 ","     9.42,0 ",Charrière Xavier,"     29.48,8 "
393,"     9.46,5 ","    10.19,7 ","     9.54,1 ",Leuba Bernard,"     29.49,9 "
394,"     9.37,6 ","    10.26,9 ","     9.55,9 ",Gillieron Simon,"     29.52,2 "
395,"     9.31,5 ","    10.28,6 ","    10.02,5 ",Gillet Yves,"     29.57,1 "
396,"     9.27,0 ","    10.09,2 ","    10.26,5 ",Negri Guido,"     29.55,1 "
397,"     9.47,9 ","    10.13,9 ","    10.01,0 ",Tetafort Thibault,"     29.41,7 "
398,"     9.38,2 ","    10.29,7 ","     9.55,8 ",Bozzini Davide,"     29.50,4 "
399,"     9.46,7 ","    10.20,1 ","     9.56,9 ",Türler Marc,"     29.52,7 "
400,"     9.33,4 ","    10.26,1 ","    10.04,4 ",Dominguez Alfonso,"     29.57,6 "
401,"     9.46,2 ","    10.16,0 ","    10.03,4 ",Junod Florent,"     29.51,0 "
402,"     9.05,6 ","    10.55,3 ","    10.05,3 ",Maury Gregory,"     30.01,0 "
403,"    10.01,1 ","    10.16,8 ","     9.49,3 ",Felberbaum Laurent,"     29.52,3 "
404,"     9.58,8 ","    10.16,2 ","     9.53,4 ",Journot Nicolas Cyril Fra,"     29.53,6 "
405,"     9.32,2 ","    10.29,9 ","    10.06,5 ",Kramer Sylvain,"     30.03,7 "
406,"     9.58,6 ","    10.21,4 ","     9.49,0 ",Bauer Christoph,"     29.57,6 "
407,"     9.15,6 ","    10.43,4 ","    10.10,7 ",De Candolle Charles,"     30.04,2 "
408,"     9.38,5 ","    10.25,5 ","    10.05,7 ",Hanke Klaus,"     29.56,8 "
409,"     9.17,7 ","    10.42,7 ","    10.10,8 ",Spiga Fabio,"     30.03,0 "
410,"     9.55,0 ","    10.18,2 ","     9.59,3 ",Andres Hugo,"     29.58,9 "
411,"     9.38,4 ","    10.31,5 ","    10.03,5 ",Guignon Bruno,"     30.07,2 "
412,"     9.37,6 ","    10.23,1 ","    10.12,9 ",Carpin Laurent,"     30.04,0 "
413,"     9.47,7 ","    10.25,4 ","    10.01,0 ",Hirsig Lionel,"     29.58,9 "
414,"     9.30,8 ","    10.24,2 ","    10.20,1 ",Porret Gabriel,"     30.03,4 "
415,"     9.54,5 ","    10.22,6 ","     9.58,2 ",Fleury Nicolas,"     30.03,5 "
416,"     9.44,7 ","    10.26,5 ","    10.04,3 ",Cretot Christophe,"     30.05,9 "
417,"     9.48,1 ","    10.16,8 ","    10.11,2 ",Martin Christophe,"     30.03,7 "
418,"     9.47,0 ","    10.24,0 ","    10.05,5 ",Theux Nicolas,"     30.10,9 "
419,"     9.49,0 ","    10.24,2 ","    10.03,5 ",Mino Jean-François,"     30.05,8 "
420,"     9.46,1 ","    10.20,9 ","    10.09,9 ",Munoz Adolfo,"     30.04,6 "
421,"    10.00,6 ","    10.21,9 ","     9.57,0 ",Maestre Juan,"     30.04,0 "
422,"     9.47,6 ","    10.28,9 ","    10.03,3 ",Borjesson Johan,"     30.03,6 "
423,"     9.51,0 ","    10.27,0 ","    10.02,6 ",Bonvin Patrick,"     30.10,8 "
424,"     9.32,8 ","    10.29,7 ","    10.18,4 ",Daudin Gael,"     30.11,1 "
425,"     9.57,0 ","    10.22,4 ","    10.01,7 ",Saudan Guy,"     30.10,9 "
426,"    10.01,9 ","    10.20,8 ","     9.58,8 ",Gallet Frédéric,"     30.06,8 "
427,"     9.41,6 ","    10.28,0 ","    10.12,8 ",Baudrand Yves,"     30.11,4 "
428,"     9.53,2 ","    10.32,6 ","     9.57,4 ",Humbert-Droz Laurent,"     30.09,6 "
429,"    10.01,6 ","    10.23,8 ","     9.57,9 ",Lockhart Nicolas,"     30.10,7 "
430,"     9.52,8 ","    10.24,1 ","    10.07,4 ",Dalger Philippe,"     30.10,3 "
431,"    10.01,5 ","    10.24,7 ","     9.58,6 ",Grand Cyril,"     30.10,8 "
432,"     9.39,6 ","    10.26,7 ","    10.19,0 ",Robson David,"     30.14,9 "
433,"     9.43,8 ","    10.26,2 ","    10.15,6 ",Bryden Alan,"     30.15,4 "
434,"     9.41,8 ","    10.32,5 ","    10.11,3 ",Mauron Gerard,"     30.13,5 "
435,"     9.58,3 ","    10.28,9 ","    10.00,3 ",Gridello Vincent,"     30.15,0 "
436,"     9.45,6 ","    10.25,7 ","    10.16,4 ",Delaloye Frédéric,"     30.14,6 "
437,"     9.19,8 ","    10.45,8 ","    10.23,4 ",Ospanov Rustem,"     30.23,0 "
438,"     9.42,2 ","    10.25,1 ","    10.21,8 ",Glaettli Oliver,"     30.19,7 "
439,"     9.44,1 ","    10.32,1 ","    10.15,0 ",Touzard Hugues,"     30.21,9 "
440,"    10.01,7 ","    10.28,5 ","    10.01,8 ",Midttun Oystein,"     30.18,7 "
441,"    10.03,9 ","    10.39,3 ","     9.49,8 ",Spectroman Isidore,"     30.09,6 "
442,"     9.47,4 ","    10.33,7 ","    10.13,4 ",Tschopp Laurent,"     30.24,7 "
443,"     9.47,3 ","    10.35,1 ","    10.12,4 ",Boixader Georges,"     30.24,2 "
444,"     9.59,9 ","    10.31,3 ","    10.06,8 ",Allaman Christophe,"     30.24,3 "
445,"    10.01,0 ","    10.27,3 ","    10.13,5 ",Eplenier David,"     30.28,3 "
446,"    10.00,4 ","    10.31,7 ","    10.09,8 ",Matti Ariel,"     30.29,5 "
447,"     9.55,0 ","    10.22,7 ","    10.24,7 ",Emery Reto,"     30.29,6 "
448,"     9.58,1 ","    10.31,0 ","    10.13,8 ",Dreher Don,"     30.34,9 "
449,"    10.07,9 ","    10.29,5 ","    10.06,0 ",Charmillot Sylvain,"     30.28,3 "
450,"    10.08,8 ","    10.35,2 ","    10.01,0 ",Favre Thierry,"     30.35,3 "
451,"     9.59,5 ","    10.36,6 ","    10.09,5 ",Karth Jean-Luc,"     30.32,0 "
452,"     9.50,3 ","    10.39,6 ","    10.16,5 ",Berset Stéphane,"     30.37,4 "
453,"     9.53,7 ","    10.31,6 ","    10.23,0 ",Barbot Christophe,"     30.38,7 "
454,"     9.44,7 ","    10.34,0 ","    10.30,8 ",Dubois Philippe,"     30.38,7 "
455,"     9.51,9 ","    10.23,6 ","    10.35,8 ",Ndowa Tanaka,"     30.39,3 "
456,"     9.17,2 ","    10.52,9 ","    10.41,5 ",Giovannini Marc,"     30.46,3 "
457,"    10.03,9 ","    10.38,8 ","    10.10,3 ",Curtz Noé,"     30.38,6 "
458,"     9.34,8 ","    10.49,5 ","    10.29,0 ",Leuliet Frédéric,"     30.44,7 "
459,"     9.41,9 ","    10.39,4 ","    10.33,1 ",Kneubuhler Gilles,"     30.45,8 "
460,"     9.59,1 ","    10.36,8 ","    10.18,6 ",Stidel Frédéric,"     30.41,3 "
461,"    10.00,0 ","    10.38,7 ","    10.16,0 ",Bosson Ulrick,"     30.44,3 "
462,"     9.34,1 ","    10.31,7 ","    10.49,4 ",Rion Benoit,"     30.43,8 "
463,"     9.52,5 ","    10.39,7 ","    10.23,2 ",Vidal Carlos,"     30.47,2 "
464,"     9.58,1 ","    10.37,5 ","    10.20,1 ",Vanin Philippe,"     30.40,1 "
465,"     9.49,2 ","    10.41,7 ","    10.27,7 ",Giauque Cédric,"     30.44,5 "
466,"     9.30,2 ","    10.46,2 ","    10.42,3 ",Anklin Nicolas,"     30.49,1 "
467,"    10.07,2 ","    10.39,3 ","    10.12,6 ",Steffen Jean,"     30.46,6 "
468,"    10.14,6 ","    10.38,2 ","    10.07,1 ",Scardino Fabrizio,"     30.44,8 "
469,"    10.13,3 ","    10.36,2 ","    10.11,3 ",Beytrison Alexandre,"     30.25,3 "
470,"     9.51,5 ","    10.52,1 ","    10.18,4 ",Tivert Sébastien,"     30.49,4 "
471,"    10.08,3 ","    10.38,0 ","    10.15,7 ",Uldry Jean-Daniel,"     30.49,9 "
472,"     9.57,4 ","    10.34,5 ","    10.30,5 ",Etienne Gregoire,"     30.48,9 "
473,"     9.59,6 ","    10.35,8 ","    10.28,2 ",Isokauppila Tero,"     30.47,8 "
474,"     9.50,1 ","    10.46,7 ","    10.28,1 ",Widmer Andreas,"     30.56,3 "
475,"    10.13,0 ","    10.33,2 ","    10.19,7 ",Corthay Marc,"     30.51,3 "
476,"     9.59,6 ","    10.42,1 ","    10.25,6 ",Rey-Millet Pierre,"     30.58,6 "
477,"    10.08,9 ","    10.40,1 ","    10.19,5 ",Pittet Nicolas,"     30.54,0 "
478,"     9.58,7 ","    10.43,1 ","    10.32,4 ",Osmic Fadmar,"     31.00,7 "
479,"    10.02,3 ","    10.38,2 ","    10.34,1 ",Castella Serge,"     31.00,4 "
480,"    10.09,0 ","    10.42,6 ","    10.24,8 ",Pricam Dominique,"     31.03,9 "
481,"     9.53,3 ","    10.55,8 ","    10.27,3 ",Weber Sylvain,"     31.03,3 "
482,"     9.53,5 ","    10.48,5 ","    10.34,5 ",Cauphy Alain,"     31.02,9 "
483,"    10.08,7 ","    10.51,9 ","    10.16,5 ",Macedo Silva Alfredo,"     31.02,9 "
484,"    10.11,5 ","    10.37,8 ","    10.39,1 ",Pinelli Jean Louis,"     30.56,2 "
485,"    10.10,2 ","    10.44,1 ","    10.34,2 ",Betto Frédéric,"     31.13,2 "
486,"    10.12,1 ","    10.44,6 ","    10.32,6 ",Ventura Emmanuel,"     31.14,2 "
487,"    10.07,1 ","    10.48,5 ","    10.34,6 ",Grawer Gregor,"     31.18,0 "
488,"    10.09,9 ","    10.51,8 ","    10.29,5 ",Talbot Ghislain,"     31.17,8 "
489,"     9.58,2 ","    10.46,9 ","    10.46,8 ",Derendinger Pascal,"     31.21,6 "
490,"    10.08,6 ","    10.52,1 ","    10.31,4 ",Christophe Laurent,"     31.19,8 "
491,"    10.06,2 ","    10.46,7 ","    10.39,5 ",Dubois Laurent,"     31.17,4 "
492,"     9.50,1 ","    11.02,8 ","    10.39,6 ",Amato Domenico,"     31.17,8 "
493,"    10.13,1 ","    10.49,2 ","    10.33,3 ",Dechevrens Thomas,"     31.19,8 "
494,"     9.43,7 ","    11.05,9 ","    10.47,1 ",Javaux Philippe,"     31.25,2 "
495,"    10.04,6 ","    10.56,3 ","    10.38,0 ",Curie Thomas,"     31.26,1 "
496,"     9.52,5 ","    10.45,6 ","    11.01,2 ",Bouriot Yoann,"     31.27,1 "
497,"    10.01,1 ","    10.54,8 ","    10.45,0 ",Blanc Sébastien,"     31.26,3 "
498,"    10.03,6 ","    10.50,6 ","    10.48,0 ",Stauber Joel,"     31.32,4 "
499,"     9.58,7 ","    10.51,1 ","    10.56,3 ",Marq Jean-Baptiste,"     31.32,8 "
500,"    10.05,6 ","    10.57,6 ","    10.43,9 ",Perritaz Joël,"     31.34,1 "
501,"    10.06,1 ","    10.57,2 ","    10.44,2 ",Aeby Patrik,"     31.34,5 "
502,"    10.17,7 ","    10.56,1 ","    10.34,6 ",Dos Anjos Bruno,"     31.35,3 "
503,"    10.11,4 ","    11.05,2 ","    10.45,5 ",Bueno Manuel,"     31.49,2 "
504,"    10.19,0 ","    10.59,0 ","    10.44,6 ",Griffin Mark,"     31.51,2 "
505,"    10.12,2 ","    11.03,1 ","    10.49,3 ",Lamard David,"     31.55,5 "
506,"     9.59,9 ","    11.17,6 ","    10.47,8 ",Boaretto Christian,"     31.52,4 "
507,"    10.13,3 ","    11.05,1 ","    10.48,5 ",Testaz Jean-Yves,"     31.52,6 "
508,"    10.10,8 ","    11.10,3 ","    10.55,1 ",Tunolld Kjetil,"     32.02,2 "
509,"    10.38,1 ","    11.13,0 ","    10.40,0 ",Lewis Stephen,"     32.14,7 "
510,"    10.18,4 ","    11.10,7 ","    11.05,7 ",Kopp Jean-Marc,"     32.22,0 "
511,"    10.30,2 ","    11.14,9 ","    10.51,0 ",Hottelier Jean-Jacques,"     32.23,1 "
512,"     9.07,2 ","    12.16,5 ","    11.15,5 ",Lalong Loïc,"     32.33,4 "
513,"    10.35,1 ","    11.15,7 ","    10.51,5 ",Peschot Regis,"     32.32,4 "
514,"    10.23,7 ","    11.22,6 ","    10.57,1 ",Charles Yann,"     32.33,2 "
515,"    10.08,7 ","    11.23,5 ","    11.20,2 ",Mirkovic Radovan,"     32.46,1 "
516,"    10.16,0 ","    11.25,8 ","    11.17,0 ",Le Dret Jeremy,"     32.46,3 "
517,"    10.13,7 ","    11.26,8 ","    11.18,3 ",Le Dret Stephane,"     32.45,7 "
518,"    10.13,9 ","    11.26,4 ","    11.18,6 ",Le Dret Ludovic,"     32.46,2 "
519,"    10.14,1 ","    11.25,8 ","    11.21,0 ",Baruchet Mickael,"     32.48,2 "
520,"    10.16,6 ","    11.35,5 ","    11.20,3 ",Ferreira Marques José Mig,"     33.00,3 "
521,"    10.36,7 ","    11.51,6 ","    11.50,3 ",Caltagirone Daniele,"     34.04,4 "
522,"    10.27,0 ","    12.46,3 ","    11.33,4 ",Wallerand Olivier,"     34.35,3 "
523,"    10.46,0 ","    12.29,9 ","    11.45,1 ",Gacond Ngoie,"     34.49,6 "
524,"    10.35,3 ","    12.23,8 ","    12.03,5 ",Turrettini Samuel,"     34.51,6 "
525,"    10.45,7 ","    12.29,5 ","    12.26,3 ",De La Fuente Faustino,"     35.33,2 "
526,"    11.01,6 ","    12.50,5 ","    12.43,0 ",Hammon George,"     36.27,9 "
527,"    11.49,9 ","    14.19,8 ","    13.55,8 ",Ho Lik-Hang,"     39.51,8 "
528,"    12.34,7 ","    13.54,2 ","    13.51,9 ",Favrod-Coune Thierry,"     40.01,7 "
529,"    12.32,2 ","    14.48,6 ","    14.05,3 ",Birkmaier Rodrigo,"     41.11,3 "
530,"    14.05,8 ","    15.18,0 ","    15.03,7 ",Vieira Hachen Samuel,"     44.12,9 "
531,"    12.50,3 ","    16.13,1 ","    16.49,8 ",Main Toby,"     45.38,3 "
